"gene_id"	"ctrl_1"	"ctrl_2"	"ctrl_3"	"SENP1_KO_1"	"SENP1_KO_2"	"SENP1_KO_3"	"CHD3_KO_1"	"CHD3_KO_2"	"CHD3_KO_3"
"ENSG00000004487"	71.7017	64.2257	61.0019	63.0439	61.0452	60.0405	68.5277	67.3045	68.8959
"ENSG00000004534"	73.4155	78.9691	82.3747	70.3792	76.2825	73.5058	81.6938	100.084	74.0287
"ENSG00000004660"	0.76004	0.702495	0.784627	1.30315	1.23621	1.08354	0.82386	0.653052	0.940825
"ENSG00000004700"	59.6467	64.5178	65.3017	68.2584	73.9618	76.1433	63.1367	64.0785	59.4999
"ENSG00000004766"	19.4871	22.4025	20.5581	20.0098	19.4189	26.0431	22.8087	29.8854	20.8356
"ENSG00000004776"	0.305442	0.2156	0.197495	0.393171	0.568302	0.4496	0	0.314461	0.490585
"ENSG00000004777"	0.771651	0.677257	0.800415	1.50193	0.911363	1.076	0.611885	0.533554	0.711731
"ENSG00000004779"	122.269	85.4608	84.4518	88.0523	90.3774	85.9808	95.7401	71.4435	92.1124
"ENSG00000004799"	0.228167	0.127608	0.187517	0.0656778	0.109586	0.093763	0	0	0
"ENSG00000004809"	0	0	0	0	0	0	0	0	0
"ENSG00000004838"	0.595724	0.366838	0.772954	0.831249	0.619538	0.677297	0.606341	0.383469	0.50961
"ENSG00000004846"	0.0219239	0.0142331	0.0075872	0.0112894	0	0.0213851	0.0250621	0	0.0294438
"ENSG00000004848"	4.68067	2.30206	2.46967	2.48559	2.27497	1.68065	3.28437	2.10858	2.26276
"ENSG00000004864"	27.8479	28.5088	28.7527	27.635	28.2279	29.7444	24.3589	23.2855	27.2269
"ENSG00000004866"	17.9672	15.5339	14.5276	13.9985	15.6439	17.2821	11.035	12.7708	13.2942
"ENSG00000004897"	57.1931	62.0618	66.0056	59.3543	65.5217	60.0546	68.1752	68.7468	62.4776
"ENSG00000004939"	0.0185567	0.0110831	0.0552066	0	0	0	0.020652	0.020982	0
"ENSG00000004948"	0.0802972	0.115819	0.228278	1.0219	0.828111	0.947656	0.0412541	0.089919	0.100217
"ENSG00000004961"	46.7494	48.6519	51.3613	44.024	53.3806	49.4437	38.0079	42.4652	48.8038
"ENSG00000004975"	5.0837	7.29196	6.97196	11.033	11.4605	10.1382	9.87412	8.48734	7.26069
"ENSG00000005001"	0	0	0	0	0	0	0	0	0
"ENSG00000005007"	7.33692	9.16444	8.5233	11.0577	11.8976	8.57013	6.28236	7.56537	7.24198
"ENSG00000005020"	22.7506	25.9733	25.2326	22.9527	22.7822	28.7795	24.1515	25.1341	24.2241
"ENSG00000005022"	556.262	494.795	498.029	552.538	522.123	512.946	502.589	416.478	500.257
"ENSG00000005059"	17.137	18.3821	18.1486	15.8145	15.7566	18.9567	16.1205	14.7712	18.986
"ENSG00000005073"	4.93842	3.58807	3.87307	5.16935	5.00104	4.20697	4.24532	3.48599	4.05271
"ENSG00000005075"	69.9537	71.4551	69.7476	82.8283	87.722	80.3259	66.356	60.8814	71.1168
"ENSG00000005100"	29.3379	29.8138	28.9163	26.4068	27.0697	26.8956	27.7764	27.2451	27.3905
"ENSG00000005102"	0.0548605	0.0439054	0.0288984	0.0148974	0	0.0138584	0.123539	0.0786426	0.123871
"ENSG00000005108"	1.20754	1.75146	1.27253	1.09961	0.936647	0.879098	1.078	1.24305	0.812948
"ENSG00000005156"	18.8207	19.7919	18.3138	17.4763	15.883	18.842	21.4914	19.2042	19.9836
"ENSG00000005175"	30.6526	36.285	41.4817	27.7088	31.3646	36.7999	32.7018	38.3307	33.5381
"ENSG00000005187"	0.137434	0.0446854	0.297799	0.0550544	0.215473	0.0698351	0.0912262	0.191317	0.133062
"ENSG00000005189"	7.83853	6.3736	7.55604	6.87813	5.76801	6.75174	8.07528	7.96993	7.30484
"ENSG00000005194"	66.1426	67.9827	70.8838	63.9433	64.8352	71.7716	61.4249	68.4489	68.4286
"ENSG00000005206"	1.51799	1.64945	1.32284	3.65301	2.36531	1.99103	2.65603	0.897885	1.61783
"ENSG00000005238"	0.766141	0.774035	0.823849	1.38658	1.70612	1.72554	1.70802	1.00646	1.25878
"ENSG00000005243"	0.113109	0.134115	0.105821	0	0	0	0	0.0933219	0.0951815
"ENSG00000005249"	11.5214	12.2773	11.5568	10.1024	9.58395	11.0998	11.4602	11.4457	12.5209
"ENSG00000005302"	33.0152	34.8805	40.3215	32.1727	34.2349	31.7097	34.536	44.8597	34.4003
"ENSG00000005339"	13.7972	12.5303	14.0384	14.413	12.8007	12.6031	13.3782	13.1343	10.9208
"ENSG00000005379"	0	0	0	0	0	0	0	0	0
"ENSG00000005381"	0	0	0	0	0	0	0	0	0
"ENSG00000005421"	0.0350424	0	0.0200056	0	0	0.0283758	0.0267668	0.013709	0
"ENSG00000005436"	15.0661	17.1931	18.9335	13.1929	14.377	17.2448	15.7477	24.0254	21.141
"ENSG00000005448"	6.31265	7.29754	7.25981	8.32634	7.86745	6.88414	8.08412	8.33664	8.6997
"ENSG00000005469"	2.4624	2.77343	2.71822	3.34507	3.59835	4.5392	3.80154	3.54545	3.97794
"ENSG00000005471"	0.0663619	0.053765	0.0221918	0.117308	0.0345019	0.0731066	0.11418	0.118191	0.167781
"ENSG00000005483"	18.5718	21.2624	18.6693	14.8924	13.7412	14.6866	20.9631	25.8239	19.9305
"ENSG00000005486"	4.86397	6.81491	5.29906	7.67492	6.26477	6.71849	5.02326	4.99248	6.66721
"ENSG00000005513"	1.06638	0.727027	0.63296	0.695985	0.623502	0.666146	1.00856	0.632675	0.673632
"ENSG00000005700"	16.9613	19.6074	20.4223	16.1553	16.8854	19.3093	19.181	23.0116	23.7414
"ENSG00000005801"	22.9291	24.2597	30.5942	28.5947	26.1946	27.0282	22.9415	26.8968	25.3433
"ENSG00000005810"	18.8504	16.1128	21.0122	13.9432	16.9345	15.639	16.2875	20.5803	16.207
"ENSG00000005812"	22.5599	24.17	23.9902	17.4775	19.7939	20.668	21.6041	24.0288	27.668
"ENSG00000005844"	0.0181675	0.00912898	0	0.0379662	0.0182828	0.0183277	0	0	0
"ENSG00000005882"	4.22416	4.04539	4.0349	6.66103	5.31861	3.67598	4.43453	4.18015	4.19906
"ENSG00000005884"	0.280622	1.86449	0.602267	1.19519	3.36111	1.29192	0.566912	2.21332	0.983486
"ENSG00000005889"	20.3668	29.3178	25.8321	23.5515	23.146	24.4747	26.3645	24.0035	22.7063
"ENSG00000005893"	76.2262	82.0493	83.1058	69.7236	73.2091	81.7582	76.416	80.8574	89.6252
"ENSG00000005961"	1.13057	1.88248	1.2122	3.68141	2.13968	3.12892	1.17922	1.15284	2.48226
"ENSG00000005981"	0	0	0.0129254	0.00910757	0	0.00934714	0.00820497	0	0.00819286
"ENSG00000006007"	24.9444	30.2751	25.563	26.3849	25.647	27.5413	23.9072	28.8425	28.6128
"ENSG00000006015"	1.6256	0.877431	0.668003	1.20038	1.28203	1.51905	1.02978	0.615861	1.27033
"ENSG00000006016"	4.23909	4.91425	4.97139	5.14866	6.46538	4.98209	5.18171	2.96437	4.34829
"ENSG00000006025"	0.563893	0.883877	0.709617	1.62693	0.873317	0.921722	0.759678	0.498452	0.673664
"ENSG00000006042"	19.3515	22.6772	19.6368	33.3163	29.9452	26.8595	30.7902	23.3167	23.3295
"ENSG00000006047"	0.798094	0.642703	0.47679	1.6149	1.39122	1.27191	1.00074	0.795372	1.11439
"ENSG00000006059"	0	0	0	0	0	0	0	0	0
"ENSG00000006062"	0.238553	0.159489	0.271556	0.249139	0.411949	0.294689	0.363442	0.218868	0.226227
"ENSG00000006071"	0.113733	0.128634	0.121882	0.142738	0.0306042	0.0861461	0.315891	0.485199	0.264543
"ENSG00000006116"	0	0	0	0	0	0	0	0	0
"ENSG00000006118"	5.82175	6.25236	8.24245	8.82789	5.95656	5.37437	8.11319	6.77471	7.48475
"ENSG00000006125"	93.4972	97.2056	101.172	100.066	100.834	104.911	85.6592	101.09	90.5986
"ENSG00000006128"	0	0	0	0	0	0	0	0	0
"ENSG00000006194"	12.3593	12.3587	11.394	11.7894	12.5291	13.2062	11.6694	11.4293	11.2251
"ENSG00000006210"	0	0.0311168	0.0147309	0.074988	0.12435	0.0543496	0.0446214	0.103268	0.0497682
"ENSG00000006282"	2.70004	2.81384	2.77391	5.16121	3.81915	3.84573	3.86111	2.86347	3.92844
"ENSG00000006283"	0.0369577	0.0542162	0.0465908	0.0817696	0.226343	0.115735	0	0	0.0644815
"ENSG00000006327"	1.48581	1.55521	2.21995	5.93491	5.65716	3.17972	1.76843	0.456179	1.10592
"ENSG00000006377"	7.37314	7.82483	7.20808	7.5638	8.5009	8.32273	7.2765	5.55057	6.87175
"ENSG00000006432"	2.33274	2.2603	2.40156	2.79422	2.78239	2.66636	2.16256	1.99152	2.10346
"ENSG00000006451"	67.2411	72.7077	77.1308	65.48	69.7556	72.5915	68.8837	76.4992	81.3752
"ENSG00000006453"	7.07933	6.35531	5.73132	7.74392	8.57044	8.31663	5.30768	5.73936	5.08288
"ENSG00000006459"	2.6044	3.65291	2.81718	2.35526	2.61467	2.35351	2.94235	3.66048	3.29084
"ENSG00000006468"	1.48645	1.78351	3.01041	1.6947	2.70533	2.00162	1.1958	1.3981	1.85939
"ENSG00000006530"	38.8843	32.9871	48.3088	41.2216	31.7105	44.4261	65.1464	54.9957	44.2553
"ENSG00000006534"	0.498233	0.35963	0.7431	0.550069	0.593765	0.252711	0.728353	0.434737	0.685679
"ENSG00000006555"	0	0	0.0203901	0	0	0	0	0.0087473	0.014352
"ENSG00000006576"	26.9579	30.0198	30.273	23.5199	26.1566	29.6958	26.4557	31.3109	31.7916
"ENSG00000006606"	0	0	0	0.622988	0.222093	0.58045	0	0	0.122626
"ENSG00000006607"	21.9532	21.5824	22.2667	19.2571	18.8315	18.4427	22.0001	19.9503	19.9119
"ENSG00000006611"	0	0	0	0	0.0589942	0	0.0586048	0.0377387	0.0205296
"ENSG00000006625"	89.333	90.0249	101.314	110.167	109.733	115.864	90.8529	76.9672	83.1649
"ENSG00000006634"	26.1029	30.1662	26.564	25.9882	27.2529	26.2525	21.4664	30.4173	29.0479
"ENSG00000006638"	0.493293	0.398753	0.489105	0.832563	1.08581	0.615688	0.459987	0.310072	0.657586
"ENSG00000006652"	13.1797	15.8582	14.5296	15.8936	17.9989	17.9406	13.3926	14.8401	18.0395
"ENSG00000006659"	0	0	0	0	0	0	0	0	0
"ENSG00000006695"	11.0426	11.5982	15.6078	14.5789	18.367	15.9194	14.5561	13.4763	11.9701
"ENSG00000006704"	5.68294	7.70712	6.33309	5.85844	6.227	7.35165	5.22398	4.34667	7.29754
"ENSG00000006712"	20.1553	21.2893	23.7439	27.7806	28.5939	27.3979	21.6357	17.6834	19.3013
"ENSG00000006715"	42.9843	45.7434	46.9405	41.0334	40.7169	53.1417	38.7456	55.5777	43.8241
"ENSG00000006740"	2.04672	1.63174	1.32725	2.73862	1.86594	1.98669	2.09441	1.71439	2.21595
"ENSG00000006744"	37.0077	40.7608	38.9369	41.6092	48.3014	45.7119	33.6492	38.7177	35.117
"ENSG00000006747"	0.0734571	0.0423009	0.029445	0.013972	0.0635923	0.026323	0.0107036	0.0934923	0.0370911
"ENSG00000006756"	0.949041	0.777044	1.21387	1.15463	1.10756	0.868562	1.18568	1.31073	1.07938
"ENSG00000006757"	0	0	0.0193091	0	0	0	0	0	0
"ENSG00000006788"	0	0	0	0	0	0	0	0	0
"ENSG00000006831"	44.0827	49.6475	48.4591	41.5535	42.3536	46.7991	43.9382	52.3704	48.9455
"ENSG00000006837"	0.79936	1.44313	1.58899	1.59846	1.81063	1.96465	1.17427	2.95281	1.32297
"ENSG00000007001"	0	0	0	0	0	0	0	0	0
"ENSG00000007038"	0	0	0	0	0	0	0	0	0
"ENSG00000007047"	4.27855	3.09318	3.98059	5.84029	6.34025	5.22533	6.79574	4.19497	5.66827
"ENSG00000007062"	5.67798	5.36182	5.29434	14.5102	17.137	18.4452	1.5005	2.1048	1.57675
"ENSG00000007080"	6.63798	6.8426	7.93677	25.1648	22.6847	14.6939	13.4483	5.72037	6.47397
"ENSG00000007129"	0	0	0	0	0	0	0	0	0
"ENSG00000007168"	58.0003	60.2224	56.8102	50.987	53.2917	58.7158	47.2772	57.9957	55.7065
"ENSG00000007171"	0.265733	0.149954	0.231943	0.11728	0.045681	0.0640828	0.197397	0.296644	0.149518
"ENSG00000007174"	0	0	0.020934	0	0	0.0164601	0	0.00884045	0
"ENSG00000007202"	30.918	32.9602	36.6101	31.404	29.3963	32.2547	29.3135	28.0647	30.4568
"ENSG00000007216"	0	0	0	0	0	0	0	0	0
"ENSG00000007237"	0.0136081	0	0	0	0.0405015	0	0	0	0
"ENSG00000007255"	0.567165	0.376893	0.406446	1.09742	0.949422	0.926978	0.608555	0.573837	0.369134
"ENSG00000007264"	0.713405	0.794833	0.838713	2.18049	2.15697	1.13983	1.50811	0.934156	0.89095
"ENSG00000007306"	0	0	0	0	0	0	0	0	0
"ENSG00000007312"	0	0	0	0	0	0	0	0	0
"ENSG00000007314"	0	0	0	0.00455061	0	0	0	0	0
"ENSG00000007341"	16.3957	16.6012	15.286	13.9434	14.4669	15.7515	14.103	18.7538	16.1995
"ENSG00000007350"	0.244883	0.0367924	0	0.176468	0.792757	0.037509	0.259005	0.0361074	0
"ENSG00000007372"	5.33766	4.89076	3.22779	3.362	3.69151	2.36791	4.75217	4.95877	5.71159
"ENSG00000007376"	0.143136	0.351615	0.258875	0.902452	1.06165	0.881726	0.399414	0.223107	0.178832
"ENSG00000007384"	0.640364	1.04321	1.13717	2.93385	0.915051	1.49304	0.867877	0.863235	1.18779
"ENSG00000007392"	21.307	22.9848	20.9608	21.9124	22.2567	20.717	19.0644	18.2605	20.1866
"ENSG00000007402"	12.8202	11.6997	11.0097	19.5224	15.1902	16.0113	13.9064	7.59461	11.4422
"ENSG00000007516"	0	0	0	0	0.023976	0	0	0	0
"ENSG00000007520"	0.833896	0.577722	0.60694	2.17009	1.80158	1.58677	0.899877	0.635881	1.10638
"ENSG00000007541"	1.05307	1.28467	1.41816	1.8081	2.3442	1.73499	0.958597	1.28727	1.13861
"ENSG00000007545"	4.56225	3.96721	4.27548	5.65781	4.98936	4.09846	4.47288	3.08821	3.66627
"ENSG00000007866"	0.771456	0.865658	1.26375	2.05661	2.1672	1.51007	0.9582	1.30779	1.51178
"ENSG00000007908"	0	0	0	0	0	0	0	0	0
"ENSG00000007923"	57.8341	77.0325	74.7984	62.0499	68.2368	70.133	48.1587	82.0677	52.0967
"ENSG00000007933"	0	0	0	0	0	0	0	0	0
"ENSG00000007944"	7.75418	7.27463	7.31059	7.61563	7.57557	7.27625	8.38827	5.94594	7.72975
"ENSG00000007952"	0.0669177	0	0.0221469	0	0.151966	0	0	0	0
"ENSG00000007968"	9.34022	10.3455	9.62774	11.7273	11.2337	11.1825	9.27983	8.15782	9.05259
"ENSG00000008018"	220.35	210.792	222.748	264.343	257.367	249.918	239.934	231.907	237.682
"ENSG00000008056"	0.292217	0.174568	0.0298072	0.110572	0.0897662	0.129327	0.0494567	0.182123	0.206512
"ENSG00000008083"	4.41658	3.74596	3.82501	3.92085	3.85247	3.37829	4.30563	3.81768	3.94465
"ENSG00000008086"	3.65976	3.14511	4.68545	3.63146	2.75243	4.12873	5.33072	5.88034	4.12357
"ENSG00000008118"	0	0	0	0	0	0	0	0	0
"ENSG00000008128"	11.5777	7.10966	12.0531	13.4522	11.557	14.2346	7.62847	8.07499	6.01555
"ENSG00000008130"	11.5282	18.0106	13.2133	21.6614	20.7186	15.3458	13.8495	9.61444	12.0926
"ENSG00000008196"	0	0	0	0	0	0	0	0	0
"ENSG00000008197"	0	0	0.0578803	0	0	0	0	0	0.0196074
"ENSG00000008226"	0.033894	0.528142	0.0257621	0.0443685	0.029478	0	0.00706146	0	0
"ENSG00000008256"	4.16074	3.4304	3.02653	4.69061	5.16681	4.21527	4.59577	4.34604	3.42327
"ENSG00000008277"	4.86096	4.85742	4.54092	3.53414	3.42599	3.9094	4.58463	6.26877	5.35318
"ENSG00000008282"	89.0074	106.752	109.203	84.5843	92.7222	100.58	89.1214	106.326	117.971
"ENSG00000008283"	5.80498	6.34923	8.03371	7.60885	8.06575	7.20205	7.29515	5.50897	6.53381
"ENSG00000008294"	42.7015	47.8591	49.4716	34.2772	33.3201	37.7646	49.4782	54.8555	48.2248
"ENSG00000008300"	1.21237	1.2402	1.51487	1.96272	2.34065	1.7283	2.04932	1.37871	1.60849
"ENSG00000008311"	21.6226	23.8963	25.0977	19.8018	19.8157	21.107	22.9468	22.1	20.9879
"ENSG00000008323"	0	0	0	0	0	0	0	0.0175999	0
"ENSG00000008324"	62.7404	60.8291	62.7045	68.5212	75.8495	73.2955	62.7198	57.0868	57.5438
"ENSG00000008382"	0.453798	0.840471	0.808773	1.68629	1.70976	1.69432	0.994051	0.437886	0.394186
"ENSG00000008394"	381.799	394.479	408.918	323.544	366.173	374.729	350.995	461.156	413.81
"ENSG00000008405"	17.0937	16.9217	17.13	12.0794	13.7601	13.8418	17.6664	15.6291	18.3019
"ENSG00000008438"	0	0	0	0	0.216126	0	0.0995065	0.0578465	0
"ENSG00000008441"	1.9199	1.46125	1.6637	1.79378	2.99541	1.03893	3.23289	2.00534	1.57452
"ENSG00000008513"	6.60172	12.3948	8.40266	9.5173	7.45846	9.67694	10.7333	7.92789	6.11849
"ENSG00000008516"	0.155261	0.0790433	0.12262	0.243691	0.383748	0.182081	0.285508	0.16418	0.103055
"ENSG00000008517"	0	0.198308	0.125112	0.446712	0	0.0811834	0.214653	0.124249	0.322938
"ENSG00000008710"	2.38906	0.86427	2.13771	4.92329	3.46919	1.8368	1.72857	1.38701	1.54574
"ENSG00000008735"	3.25473	2.39444	2.47165	4.59841	3.71574	2.75782	3.82206	1.98787	2.6015
"ENSG00000008838"	51.9216	61.77	58.7454	58.5632	54.2262	52.1596	55.4891	64.0298	49.3629
"ENSG00000008853"	1.2112	2.37238	1.84622	2.10138	2.21376	1.87001	1.39879	1.66127	1.46595
"ENSG00000008869"	7.15528	7.56955	8.72113	7.12531	7.59096	7.46238	8.24485	9.27042	8.49789
"ENSG00000008952"	81.7963	96.5165	97.4844	80.8923	92.5221	96.8167	70.4708	103.211	94.4893
"ENSG00000008988"	818.937	704.607	778.056	1048.01	1137.24	981.956	977.01	793.695	666.941
"ENSG00000009307"	345.855	391.538	456.196	348.034	358.542	409.586	341.028	526.443	369.02
"ENSG00000009335"	30.6896	32.8532	28.8395	30.6228	32.9042	27.5639	26.4853	30.1392	25.5637
"ENSG00000009413"	6.24603	6.88518	6.79558	6.08449	5.25917	6.2158	6.59912	8.68799	8.03223
"ENSG00000009694"	0.101307	0.123043	0.127319	0.102339	0.081687	0.0963122	0.113834	0.118037	0.161566
"ENSG00000009709"	0	0	0	0	0	0	0	0.00535941	0
"ENSG00000009724"	0.648025	0.964573	0.694643	0.697258	0.491973	0.786752	0.510424	0.459578	0.614392
"ENSG00000009765"	0	0	0.0221023	0	0	0	0	0	0
"ENSG00000009780"	4.3361	5.2535	6.3078	3.73585	3.41849	4.46355	4.71418	5.04848	5.50655
"ENSG00000009790"	0.00806423	0.0131882	0.0138013	0.0233963	0	0	0.0472095	0.0845864	0.00879602
"ENSG00000009830"	5.16533	6.68529	6.20892	6.98204	7.48368	8.21824	7.16413	7.77629	6.46493
"ENSG00000009844"	49.4777	52.5853	53.2104	49.0445	50.6767	56.5191	42.5756	51.9743	50.5705
"ENSG00000009950"	0.157009	0.0176714	0.0319294	0.0971901	0.116087	0.0883529	0	0.0575773	0.0333266
"ENSG00000009954"	55.7359	62.2	60.9705	54.8127	56.8853	60.0049	51.965	55.5869	52.7919
"ENSG00000010017"	25.5585	24.4924	21.2814	21.4579	22.1298	21.8652	23.7348	23.0592	24.2491
"ENSG00000010030"	0	0	0.0287859	0	0.0332876	0.0425224	0	0	0.0383508
"ENSG00000010072"	8.52759	9.58258	9.12886	7.58815	10.057	8.48805	7.85709	9.27557	9.60141
"ENSG00000010165"	26.3633	31.5465	29.3268	29.7384	30.2122	34.6424	23.2242	25.3823	24.0585
"ENSG00000010219"	8.22159	8.2155	9.77737	9.6009	8.76605	8.73421	10.8756	9.76708	10.4079
"ENSG00000010244"	176.914	194.03	194.282	172.467	187.518	200.932	172.445	190.455	169.189
"ENSG00000010256"	72.4892	88.0737	99.6856	106.253	91.6716	97.2332	74.3056	79.5335	89.444
"ENSG00000010270"	41.4472	37.7487	37.5441	34.2812	37.9798	38.234	36.9576	38.5971	42.1457
"ENSG00000010278"	75.6483	70.4941	77.5404	92.6585	96.7175	99.6845	69.2536	64.1352	67.8658
"ENSG00000010282"	0	0	0	0	0	0	0	0	0
"ENSG00000010292"	206.915	206.025	233.471	179.864	194.262	184.242	216.557	258.031	138.379
"ENSG00000010295"	1.76554	2.01614	2.45321	2.20608	2.41407	2.3812	2.07505	2.24882	1.73216
"ENSG00000010310"	2.56999	1.89534	3.51546	2.42613	3.20749	3.33552	3.58901	3.60163	3.1615
"ENSG00000010318"	5.44752	2.75842	2.4153	3.03228	2.86578	2.69169	4.46523	3.6401	4.36048
"ENSG00000010319"	0.182019	0.201535	0.186898	0.116972	0.113964	0.124501	0.20469	0.17339	0.153246
"ENSG00000010322"	6.34389	6.59087	11.1636	9.81323	7.71062	8.29296	7.80424	6.83503	8.35795
"ENSG00000010327"	0	0.116786	0	0	0	0	0	0	0
"ENSG00000010361"	1.88734	2.10501	2.8499	0.898025	1.85643	1.39007	1.37347	0.499673	1.39747
"ENSG00000010379"	0	0.053009	0	0.0402997	0.0600717	0.137357	0	0.0185845	0
"ENSG00000010404"	22.1131	23.4078	22.9456	19.4235	20.7428	20.4139	23.46	21.3918	24.2004
"ENSG00000010438"	0	0	0	0	0	0	0	0	0
"ENSG00000010539"	8.31577	9.14882	7.0004	6.68066	7.49899	7.68244	7.13837	6.95162	8.21531
"ENSG00000010610"	0.0782559	0.0271271	0.0407204	0.328326	0.0235677	0.0452423	0.0565344	0.0932485	0.247959
"ENSG00000010626"	2.17401	1.77239	2.73181	1.44475	3.19788	1.7365	2.23763	3.81753	2.57271
"ENSG00000010671"	0	0	0.0194354	0	0.0214053	0.0570029	0	0.0108125	0
